,x,y,w,h,gray,label
3472,428.17,288.63,117.9,37.36,154.3,0
3472,219.07,205.15,100.41,24.77,110.64,1
3472,363.15,196.09,115.69,47.78,169.86,0
3472,190,19.5,116,39,209.62,0
3473,232.5,411,93,34,146.75,0
3473,46,386,82,34,134.68,0
3473,167,189.5,82,23,119.66,1
3473,112.5,102,101,38,115.12,0
3473,289.5,83,77,30,96.23,0
3474,48.83,366.9,125.61,58.41,155.63,0
3474,197,189.5,92,25,84.42,1
3474,54.39,167.95,102.08,24.45,120.05,0
3474,201.5,163.5,65,21,82.2,0
3475,108.01,139.33,118.85,42.04,145.62,1
3475,116.5,61,49,24,114.77,0
3476,285.41,239.17,84.43,26.38,112.68,1
3476,78.95,211.64,99.83,43.12,55.41,0
3476,424,191,110,42,139.06,0
3476,68,163.5,84,31,58.04,0
3476,284,59.5,84,33,152.11,0
3476,315,20.5,88,41,145.62,0
3477,307,219.5,78,25,76.6,1
3478,311.5,209.5,139,35,110.97,1
3478,275,177,56,24,72.15,0
3478,207,102,94,44,153.57,0
3478,390.5,12,81,24,139.55,0
3478,201,20,148,40,126.8,0
3479,183,188,104,24,88.35,1
3479,259,150,88,40,41.46,0
3480,191,325.5,68,23,144.47,0
3480,214,205.5,104,25,175.19,1
3480,422.5,124.5,113,47,131.01,0
3480,326.5,77.5,67,21,131.39,0
3480,223.5,52.5,83,27,171.08,0
3481,242,222.5,86,29,58.7,1
3482,80.5,392,77,28,116.77,0
3482,279,148,102,26,94.96,1
3483,271,229,100,28,111.07,1
3483,157.5,198.5,63,21,135,0
3484,279,195.5,98,25,95.09,1
3484,277,165.5,54,23,85.65,0
3484,432,20.5,94,41,94.31,0
3484,22.5,47.5,95,45,86.92,0
3485,381,415,66,20,169.15,0
3485,240.5,343.5,51,23,159.68,0
3485,76,271,50,22,22.27,0
3485,291,195.5,98,29,102.97,1
3485,172.5,196.5,75,31,164.74,0
3486,46,229.5,60,25,121.87,0
3486,172.5,214.5,85,25,157.71,1
3487,254.5,227.5,97,25,92.28,1
3487,445.5,63,67,20,91.72,0
3487,373.5,31,57,24,96.47,0
3488,338.65,272.77,88.41,26.52,154.23,0
3488,281.5,205,109,22,129.88,1
3488,391.5,143,101,28,154.07,0
3488,34,133,60,28,170.24,0
3488,432,53.5,94,33,163.61,0
3489,291.5,219.5,99,25,86.62,1
3489,35,26.5,56,23,120.64,0
3490,162.5,404.5,51,23,76.63,0
3490,300.5,225.5,107,27,36.05,1
3491,382.5,347,61,24,116.72,0
3491,210,217.5,94,39,128.68,1
3491,402,145,58,26,128.75,0
3492,210,416.5,82,17,86.28,0
3492,419.5,281,55,26,136.77,0
3492,227,218.5,100,27,106,1
3492,451.81,143.08,95.83,47.17,175.79,0
3492,365.5,86.5,65,21,156.21,0
3492,414.5,26,77,34,154.22,0
3493,246,191.5,96,39,17.66,1
3494,54,367.5,66,25,77.62,0
3494,251.5,179,95,20,147.09,1
3494,390.6,42.61,106.74,49.94,170.58,0
3495,332.5,207.5,101,25,127.7,1
3495,208,166.5,72,29,134.18,0
3495,193.5,91,67,24,185.28,0
3496,225.5,220,83,24,98.51,1
3496,385.5,183,85,24,152.27,0
3496,95.5,176.5,79,35,168,0
3497,43.5,298,77,32,124.6,0
3497,228,229,100,32,66.44,1
3497,369,213.5,76,27,34.84,0
3497,36.5,135.5,59,29,111.85,0
3498,323.5,352,99,36,115.08,0
3498,254,175,106,46,55.55,1
3498,79.46,20.04,161.79,41.97,198.88,0
3499,262,231,94,22,75.5,1
3499,263.5,198.5,55,27,58.45,0
3499,410,99.5,138,27,151.52,0
3499,284.5,93,49,22,124.42,0
3499,87.5,9.5,63,19,162.53,0
3500,238,224.5,106,25,82.05,1
3500,312.5,47.5,65,23,174.79,0
3501,85.5,329,99,28,130.98,0
3501,249,222.5,92,23,71.06,1
3501,56,219,70,34,98.69,0
3501,8.5,212.5,79,17,83.12,0
3501,53,172.5,54,21,99.35,0
3501,105.5,91,95,46,131.75,0
3502,254.5,211.5,83,25,48.84,1
3502,357,14,58,28,66.87,0
3503,217.5,191.5,89,23,100.58,1
3503,194,132.5,70,23,118.09,0
3504,440.5,428,55,22,192.36,0
3504,366.5,400,63,24,158.27,0
3504,212,222,64,26,89.4,1
3505,42.91,413.13,90.07,40.99,153.55,0
3505,230,226.5,62,23,66.95,1
3505,95.5,179,59,20,124.31,0
3505,179.77,160.07,101.56,40.91,107.1,0
3505,126.5,134.5,57,23,107.51,0
3505,344.58,15.9,116.95,28.76,156.58,0
3506,386,302.5,74,33,92.19,0
3506,210,230.5,98,47,181,1
3506,233.5,63.5,79,23,203.83,0
3506,374,15,70,30,103.3,0
3506,74.5,17,105,34,67.82,0
3507,402,401.5,80,33,132.47,0
3507,242,218,56,24,81.01,1
3507,271.48,152.35,92.64,28.1,131.24,0
3507,265.5,124,83,28,127.16,0
3507,299.5,14,83,28,159.72,0
3507,196,9.5,88,19,154.57,0
3508,402.71,239.38,98.69,25.47,77.27,0
3508,303.5,213,93,40,82.18,1
3508,173,142,120,36,121.32,0
3508,170,96,74,30,164.86,0
3509,199,394,52,24,58.34,0
3509,266.61,364.65,85.17,37.39,95.61,0
3509,248,213.5,58,27,114.22,1
3510,226.91,216.79,96.52,29.8,40.83,1
3510,363.5,163,69,20,154.87,0
3510,83.3,41.34,98.71,36.71,73.3,0
3511,215.49,223.31,100.35,35.93,148.99,1
3511,49.18,183.79,108.41,36.87,128.43,0
3512,231.5,229.5,89,31,189.3,1
3512,423.51,99.62,86.19,26.4,173.6,0
3512,274,17.5,118,35,172.18,0
3513,441.9,233.84,88.4,32.42,50.66,0
3513,224.14,174.2,144.44,46.74,31.12,1
3513,155,160.5,58,21,72.37,0
3513,352.5,15,77,30,87.97,0
3514,293,243,100,24,102.96,1
3515,123.5,412,55,20,120.82,0
3515,308,148.5,86,25,184.87,1
3515,283.5,60,53,22,202.22,0
3515,425.5,27,51,24,244.83,0
3515,99.5,15,85,30,176.76,0
3516,393.5,446,92.65,37.59,66.17,0
3516,339,151.5,92,23,129.84,1
3516,200,86,64,24,143.95,0
3516,352.5,72,97,18,148.98,0
3517,77,365,58,20,137.41,0
3517,199.04,145.98,84.56,25.31,75.7,1
3517,387,132.5,80,37,169.02,0
3517,468.5,28,52,21,136.04,0
3518,424.79,295.65,119.28,45.85,187.4,0
3518,245.51,225.67,111.96,26.82,80.04,1
3519,239.48,152.81,95.45,21.77,73.21,1
3519,175,54.5,48,23,84.21,0
3519,246,19.5,108,39,183.64,0
3520,371.5,387,103,30,126,0
3520,274,218,100,24,77.98,1
3521,195,379.5,50,21,131.14,0
3521,190,227.5,108,33,126.88,1
3522,220,201.5,118,47,95.43,1
3522,244.5,158.5,67,21,56.18,0
3522,324,132.5,56,25,111.77,0
3523,39.5,253,79,32,22.77,0
3523,247,212.5,86,27,96.84,1
3523,126,195,86,32,86.09,0
3523,341.2,91.4,121.64,59.93,77.98,0
3523,464,78,106,30,75.93,0
3524,257,207,84,26,61.4,1
3524,178,11.5,58,23,167.64,0
3525,283.5,436.5,99,45,97.8,0
3525,278,249.5,112,23,53.43,1
3525,407,39.5,102,31,144.18,0
3526,210.48,193.01,87.43,23.67,26,1
3526,55.5,156,59,20,133.63,0
3526,123,144,60,22,105.52,0
3526,126.41,92.54,132.96,42.67,75.11,0
3526,124.5,19.5,127,39,93.89,0
3527,218.5,210,99,26,62.94,1
3527,354.22,97.65,104.39,44.13,173.3,0
3527,441,57,76,26,133.66,0
3528,320,228.5,88,21,61.12,1
3528,428.5,194,57,22,174.45,0
3528,218,78,72,32,200.84,0
3529,347,161.5,88,21,179.86,1
3530,260,222,100,26,125.38,1
3530,433.5,207.5,67,27,122.29,0
3531,263,174.5,96,23,56.01,1
3531,179,113.5,74,25,125.28,0
3532,211,171,116,28,78.29,1
3532,297.66,57.21,90.42,32.5,129.37,0
3533,251.5,198.5,87,23,80.48,1
3534,227,193,100,24,85.36,1
3534,372,187.5,72,31,177.68,0
3534,374,145,66,32,176.68,0
3534,203.5,15,95,30,67.5,0
3535,236.5,419.5,67,27,29.86,0
3535,141,391.5,56,21,125.5,0
3535,444.63,357.07,71.17,28.82,24.62,0
3535,231.95,222.05,112.77,26.55,33.92,1
3535,75.5,201.5,91,37,147.67,0
3536,442,467,74,24,95.24,0
3536,406.5,434,61,18,95.65,0
3536,192.5,249.5,105,25,50.22,0
3536,362,247.5,84,33,106.02,0
3536,242,183,84,24,77.3,1
3536,438.5,174.83,81.82,37.46,111.5,0
3536,256.5,98,81,34,159.86,0
3536,443.42,76.99,86.25,39.78,114.04,0
3537,198.5,442.5,77,33,131.9,0
3537,212.5,220.5,89,27,84.03,1
3537,370,12.5,60,23,3.27,0
3538,381.5,430,67,30,116.08,0
3538,92,398.5,52,25,140.79,0
3538,136.52,231.14,89.48,23.83,127.44,1
3539,230,230,90,26,101.96,1
3539,208.5,146.5,89,31,121.56,0
3540,252,180,90,24,144.75,1
3540,272.5,102.5,83,37,145.63,0
3541,376,273,60,22,136.73,0
3541,217.5,225.5,95,25,91.53,1
3541,45,122,84,34,94.79,0
3541,79.5,90.5,57,27,123.66,0
3541,171,10,68,20,56.16,0
3542,83.02,248.76,107.75,25.27,3.6,0
3542,281.5,212.5,95,25,0.37,1
3542,442,192,74,24,13.07,0
3542,276.84,114.9,106.76,33.21,6.2,0
3543,435.5,448.5,61,27,166.19,0
3543,370.5,437,53,24,169.02,0
3543,377.22,401.04,117.37,36.89,167.94,0
3543,119.5,377,63,24,229.39,0
3543,221.5,319.5,63,21,200.12,0
3543,117,230.5,88,29,172.11,1
3543,262.31,185.33,145.11,39.16,102.58,0
3544,463.5,209.5,65,31,7.79,0
3544,308.02,156.98,138.8,26.21,19.04,1
3544,44,146.5,50,23,9.95,0
3544,279,128,86,22,12.5,0
3544,387.5,38.5,61,21,15.44,0
3545,257,434.5,84,29,153.73,0
3545,305.5,398.5,125,53,173.69,0
3545,91,349,82,34,130.92,0
3545,392.5,342.5,61,27,172.49,0
3545,263.03,188.07,119.91,41.52,139.82,1
3545,357.5,146,57,28,188,0
3545,135.53,151.56,117.27,37.61,151.37,0
3545,435,133,88,38,163.58,0
3545,221,114,86,24,111.04,0
3545,449.5,34.5,59,25,158.99,0
3545,95,13,66,26,159.73,0
3546,183.5,215,85,22,99.51,1
3546,419.41,81.73,130.77,48.12,159.5,0
3547,125.5,465,93,28,138.55,0
3547,373,419.5,122,35,140.2,0
3547,53.5,243.5,107,47,126.32,0
3547,214.5,153,97,28,101.3,1
3548,209.5,215,95,42,71.77,1
3548,241.84,136.47,122.36,45.75,70.48,0
3548,75.5,9.5,61,19,97.35,0
3549,313,194,76,26,139.61,1
3549,150,167,82,38,124.49,0
3549,443,144,72,32,160.29,0
3550,240,225.5,76,27,73.69,1
3550,427,108.5,54,25,96.93,0
3551,311.5,250,111,24,80.96,1
3552,200.5,400.5,61,25,171.62,0
3552,238.5,231,79,22,45.73,1
3552,67.02,161.97,128.78,36.65,116.03,0
3552,156.5,105,73,26,145.97,0
3553,449,463.5,54,23,156.8,0
3553,292.5,367,81,36,145.44,0
3553,226.5,184.5,85,27,16.75,1
3553,233,64,58,28,64.05,0
3554,190.5,216,87,24,146.05,1
3554,448.5,45.5,61,25,65.36,0
3555,222,200,90,24,128,1
3555,275,157,76,28,79.81,0
3555,319.51,77.33,99.4,34.33,140.62,0
3555,95.5,14.5,85,29,242.61,0
3556,212.5,166.5,83,25,61.76,1
3556,307.5,129,69,24,126.07,0
3556,132.5,44.5,73,29,170.99,0
3557,290,164,90,28,72.35,1
3558,240.62,313.9,105.91,51.77,136.26,0
3558,100,212.5,74,35,112.27,0
3558,221,149.5,88,33,143.58,1
3558,222,92.5,58,27,118.41,0
3559,272,176.5,82,27,19.63,1
3559,158.24,97.46,116.32,51.18,51.19,0
3559,143,67,54,22,20.99,0
3559,238.5,45.5,105,39,18.89,0
3560,205,469,74,20,77.83,0
3560,283.5,399,87,42,112.36,0
3560,271,200,90,28,98.25,1
3560,47.58,99.69,101.44,42.23,91.66,0
3560,49.5,12.5,83,25,102.6,0
3561,213.5,453.5,57,27,28.77,0
3561,428.5,450,69,26,15.22,0
3561,54.5,434,77,24,18.19,0
3561,191,215,92,32,89.91,0
3561,307.5,203,91,24,46.91,1
3561,68,78.5,62,27,115.15,0
3562,222,346,76,36,150.42,0
3562,195.5,173.5,85,39,40.59,1
3563,51,316,102,34,217.46,0
3563,209,252,86,26,102.67,1
3563,361,82.5,86,35,148.03,0
3564,84.59,253.41,84.3,38.37,140.02,0
3564,277,213,78,22,88.26,1
3564,36.5,109.5,73,29,95.53,0
3565,262,267.5,64,29,104.42,0
3565,150.5,235.5,89,25,96.63,1
3565,133,16,148,32,120.01,0
3566,215.13,201.03,91.56,28.12,148.46,1
3567,247,347.5,52,23,132.01,0
3567,214,262.5,114,43,134.92,1
3567,365.95,238.08,88.07,33.92,123.99,0
3567,238.5,173.5,119,25,127.7,0
3567,321,29,52,22,159.87,0
3568,253,224,96,26,101.57,1
3568,148,199.5,66,29,63.21,0
3569,248.5,199,107,24,87.7,1
3569,465,178,62,28,140.89,0
3570,429,331,96,38,153.44,0
3570,347.5,290,77,34,163.7,0
3570,223.5,202.5,75,37,176.91,0
3570,184,134.5,110,29,88.81,1
3570,316,110,56,22,179.36,0
3570,359,12,88,24,165.43,0
3571,343,457,96,44,173.92,0
3571,287.27,443.13,114.12,54.06,182.19,0
3571,99.46,193.3,89.74,31.47,106.82,0
3571,231.5,161,75,36,91.65,1
3571,299.5,96,75,26,115.53,0
3571,62,19.5,124,39,54.49,0
3572,266.5,212.5,63,23,6.77,0
3572,171.5,212,99,32,45.08,1
3573,374.03,189.34,91.03,26.23,131.47,1
3574,209.02,199.2,95.32,24.48,77.53,1
3574,289,149,64,28,129.81,0
3574,186.5,53,117,36,93.84,0
3574,227,20.5,60,23,170.78,0
3575,234.84,235.46,127.12,29.02,60.78,1
3575,173.05,175.55,118.46,43,111.42,0
3575,136,67.5,62,25,142.41,0
3575,164,11.5,56,23,162.4,0
3576,340,231,80,22,45.33,1
3576,432.5,189.5,93,31,86.46,0
3576,57,152,68,22,117.48,0
3577,447.5,451,63,30,3.15,0
3577,272.67,185.62,89.2,29.93,0,1
3577,384.24,143.46,103.57,32.88,0.41,0
3577,97.5,53.5,65,29,1.11,0
3577,425.96,56.09,111.56,42.5,6.88,0
3577,125.5,19.5,81,39,1.57,0
3578,103.5,217,113,24,72.76,1
3578,261,117,56,26,67.75,0
3578,149.5,58,59,26,223.62,0
3578,128,12.5,74,25,231.75,0
3579,136,328.5,78.08,27.4,126.34,0
3579,361,239,66,30,174.67,0
3579,138.5,180,69,26,65.96,1
3579,139.5,151.5,51,21,56.78,0
3579,273.86,132.56,136.72,37.11,113.08,0
3580,239,198.5,94,29,50.38,1
3581,333,232.5,82,25,87.33,1
3582,221,189.5,72,27,63.54,1
3582,345,135,62,28,74.11,0
3583,131.5,165,81,26,54.34,1
3583,182.5,23.5,49,23,111.61,0
3583,383,34,120,58,82.07,0
3584,256.5,421.5,49,23,201.06,0
3584,242.49,221.3,99.98,23.62,96.41,1
3585,294.5,425,77,28,120.85,0
3585,345,173,84,40,169.53,1
3585,50.42,94.68,101.96,32.99,133.13,0
3586,452.5,388,53,26,11.34,0
3586,215.26,218.27,125.71,38.57,33.94,1
3586,434.33,145.6,96.27,32.63,58.26,0
3586,99.5,121,61,30,46.32,0
3587,67.5,470,71,18,82.1,0
3587,219.5,453.5,99,37,166.53,0
3587,300.5,240.5,73,29,126.42,0
3587,233.5,181.5,67,31,39.29,1
3587,206,123.5,68,29,87.05,0
3587,284.85,81.82,84.7,32.8,51.27,0
3587,85.5,63,51,24,157.15,0
3588,279.5,209,71,26,68.84,1
3588,310.15,17.7,118.8,32.61,170.59,0
3589,209,192,70,30,175.37,1
3589,56,14.5,68,29,116.27,0
3590,446,269.5,60,23,125.83,0
3590,448.5,230.5,61,23,125.55,0
3590,299,208,96,36,116.4,0
3590,137,173.5,74,21,66.45,1
3590,363.5,163.5,59,27,132.53,0
3590,357.5,94.5,59,23,133.62,0
3591,154,294,58,18,141.35,0
3591,205.5,205.5,109,25,68.24,1
3591,344.52,159.12,98.89,25.03,152.45,0
3591,420.72,70.54,122.79,38.11,200.18,0
3591,260.5,19,85,38,73.76,0
3592,169.35,395.36,107.82,48.61,30.98,0
3592,134.5,349.5,81,37,45.75,0
3592,434.5,257,59,20,95.15,0
3592,259.5,205.5,93,23,36.68,1
3592,263,120.5,82,29,48.34,0
3592,290.5,86,63,28,136.1,0
3592,447.5,58,63,30,141.16,0
3593,264,221,96,24,53.04,1
3593,274.5,195.5,53,21,37.34,0
3593,225,15.5,78,27,98.16,0
3593,353.5,14,57,26,160.71,0
3594,342,457.5,130,43,151.12,0
3594,34.5,372.5,69,27,80.8,0
3594,258.76,155.08,154.03,32.43,137.54,1
3594,316.5,54,61,24,161,0
3594,349.5,19,139,38,163.61,0
3595,275.5,184.5,111,25,58.76,1
3595,148,176,62,24,199.82,0
3596,300,146,82,22,76.99,1
3596,189,123,62,22,137.8,0
3597,195.5,460,77,30,156.73,0
3597,179,226,92,24,185.75,1
3597,393.5,182,69,34,107.4,0
3597,278,169,64,24,73.37,0
3597,33,151.5,74.31,28.78,99.43,0
3597,446.5,12,49,24,103.52,0
3598,65.53,258.47,86.38,25.9,112.17,0
3598,232,207.5,86,23,43.75,1
3598,60.31,220.12,130.26,47.9,109.89,0
3598,59.5,171,61,20,81.7,0
3599,232.47,240.46,151.26,28.21,129.09,1
3600,240.5,457,77,18,175.04,0
3600,247,134,98,24,80.21,1
3601,38.08,374.77,81.63,27.55,161.16,0
3601,275,192,86,24,49.73,1
3601,42.5,148,75,28,210.59,0
3601,428.5,45,97,40,105.02,0
3601,162.5,37,57,26,121.03,0
3601,353.5,10.5,73,21,84.8,0
3602,282.5,198,99,26,92.85,1
3602,238,172.5,66,19,173.18,0
3602,34.5,94.5,69,27,87.02,0
3602,286,12.5,68,25,161.66,0
3603,294.5,219,91,22,53.46,1
3604,308,212,112,24,56.93,1
3605,228,217.5,98,21,64.04,1
3605,252.5,94,77,34,77.17,0
3605,180,39.5,54,19,58.62,0
3606,230.5,221,77,20,57.89,1
3606,445,67,68,18,111.46,0
3607,327.5,465.5,75,21,162.87,0
3607,245,364.5,74,23,80.1,0
3607,236.5,235,85,30,51.73,1
3607,38,77.5,76,31,61.8,0
3608,252.5,213,101,28,55.93,1
3608,254,182,50,24,147.65,0
3609,299.5,414,77,24,229.26,0
3609,368.5,327,77,16,208.45,0
3609,213,192.5,96,23,143.8,1
3609,406,117.5,56,27,205.06,0
3610,231.5,222,91,30,185.06,1
3610,343.5,37,85,38,97.63,0
3611,248.5,226,119,30,69.16,1
3611,60.5,162.5,77,25,55.25,0
3611,375.5,37.5,59,21,150.72,0
3611,417,22,124,44,141.53,0
3612,390.5,182,105,30,48.74,1
3612,212.5,140.5,55,25,28.2,0
3613,169.5,153,89,22,37.24,1
3613,246,50,64,24,208.61,0
3613,145.5,51,97,44,132.87,0
3614,239,170,72,20,156.22,1
3614,373.51,36.65,111.85,23.54,170.96,0
3615,413,390,74,28,146.73,0
3615,347.5,290.5,131,33,109.48,0
3615,251.5,261,55,26,80.59,0
3615,158,150,58,24,71.1,0
3615,285.18,139.36,161.24,36.69,143.04,1
3615,250.5,89,61,28,125.48,0
3615,191,61,60,24,111.74,0
3615,259,55,54,26,193.68,0
3615,262,16,66,32,198.27,0
3616,266,241.5,72,27,29.61,1
3616,125.97,66.79,141.7,37.24,202.28,0
3616,440,15,64,30,168.12,0
3616,140,17.5,90,35,229.09,0
3617,156,211.5,68,25,215.93,1
3617,274,71,58,20,244.33,0
3617,160,68.5,76,27,6.62,0
3617,436.35,49.05,89.8,30.83,207.03,0
3618,283.74,213.52,87.82,27.91,132.26,1
3619,273,214,80,36,144.46,1
3619,191,213,76,36,171.86,0
3619,158,46.95,75.05,21.44,133.5,0
3619,309,9.5,70,19,142.26,0
3620,400,420.5,100,23,104.7,0
3620,386.5,389,65,28,106.72,0
3620,429.5,232.5,99,41,122.06,0
3620,246.5,204,111,44,42.64,1
3621,244,216.5,108,25,55.52,1
3621,365,204,70,22,87.63,0
3621,414,77,54,20,172.33,0
3622,400.5,435.5,77,21,159.01,0
3622,98,391,48,22,158.67,0
3622,289.91,301.91,131.46,34.97,132.12,0
3622,389.5,260.5,79,27,162.25,0
3622,277,198.5,98,31,137.23,1
3622,71.5,144,71,20,157.21,0
3623,245,215,96,26,89.4,1
3623,132.5,139.5,73,31,114.86,0
3623,207,132,66,28,114.26,0
3623,424.53,57.4,110.36,21.88,180.46,0
3624,385,234.5,66,25,37.96,0
3624,228,217,112,28,46.66,1
3624,342,104,66,22,31.73,0
3625,237,234,80,30,158.06,1
3625,359.5,160,85,36,103.56,0
3625,427.5,130.5,69,23,115.28,0
3625,367,95.5,66,25,122.47,0
3626,247,223.5,100,25,94.96,1
3627,263,221,94,28,68.81,1
3628,415,246.5,66,27,141.1,0
3628,220,238.5,96,25,110.76,1
3628,170,193,70,24,171.63,0
3628,214,152,52,24,111.28,0
3628,125,149.5,54,21,190.09,0
3628,417.5,17.5,71,35,149.37,0
3629,270,188.5,94,23,133.87,1
3629,135.55,144.65,107,32.01,175.42,0
3630,269,208,100,26,81.24,1
3630,101,11.5,56,23,231.46,0
3631,117,382.5,86,41,135.58,0
3631,387,248.5,60,25,34.9,0
3631,315.5,205,73,24,48.3,1
3631,393,179,70,34,40.49,0
3631,220.5,66,53,22,160.35,0
3632,404.79,464.82,122.85,31.71,101.84,0
3632,286,461,112,36,134.28,0
3632,344,393,70,20,125.42,0
3632,346.5,370,53,22,115.23,0
3632,196,226.5,88,27,150.87,1
3632,312,197,66,24,40.05,0
3632,377,165.5,90,31,82.38,0
3633,59.5,458.5,119,41,141.19,0
3633,440.5,245.5,63,29,12.71,0
3633,230,236.5,98,25,167.35,1
3633,71,157,62,24,149.76,0
3633,439,21,80,38,135.56,0
3634,244.07,244.37,120.26,26.56,108.86,1
3635,420,429.5,68,29,138.67,0
3635,397.65,376.74,129.93,45.37,147.75,0
3635,346,336.5,62,21,154.37,0
3635,265,197.5,96,27,139.68,1
3635,88.64,183.56,113.24,31.25,110.75,0
3635,322,35,58,28,155.84,0
3635,421.5,11,63,22,129.2,0
3636,350,372.5,130,27,75.58,0
3636,37,323.5,74,27,193.63,0
3636,432.5,242,93,44,63.54,0
3636,207.96,210.8,122.58,26.56,77.65,1
3636,302,206,56,24,73.42,0
3636,218,162.5,50,23,37.3,0
3636,104.5,79.5,57,21,209.74,0
3636,35,45.5,58,19,201.35,0
3636,121.5,34.5,115,47,176.46,0
3637,217.5,182,95,28,115.13,1
3637,45,121.5,48,23,145.8,0
3637,211.5,111.5,119,33,156.47,0
3637,268.5,61,57,20,55.71,0
3638,231,212,94,26,185.35,1
3638,339.5,158.5,69,31,108.58,0
3638,206,154,64,30,223.1,0
3638,41,149,82,38,88.35,0
3638,376,80,74,22,148.14,0
3639,277.5,202,85,22,92.35,1
3639,391.5,161.5,85,25,119.8,0
3639,429.55,22.32,81.21,29.76,106.58,0
3639,360.86,41.53,111.27,54.85,109.34,0
3640,284,168,92,30,109.62,1
3640,417.5,118.5,99,25,175.8,0
3640,148.5,10,67,20,73.73,0
3641,219.5,322.5,55,19,148.93,0
3641,290,225,96,26,104.76,1
3641,122.5,119.5,59,27,178.25,0
3641,78,88.5,108,33,185.49,0
3642,217.5,204,115,28,130.05,1
3642,65.5,142.5,87,35,89.98,0
3642,399.5,9,83,18,162.14,0
3642,12.5,31,62,25,114.13,0
3643,233.94,228.85,120.24,25.49,90.75,1
3643,441,225,76,34,128.43,0
3643,201,64.5,56,25,233.38,0
3644,243,190.5,90,25,42.58,1
3645,257.5,210,97,24,85.4,1
3645,152.5,159,53,20,136.02,0
3645,264,58,62,24,99.29,0
3645,76,10.5,104,21,67.41,0
3646,319.99,160.43,94.25,22.66,115.26,1
3646,179.5,147.5,51,23,100.92,0
3646,414.5,117.5,129,41,110.44,0
3647,239,198.5,84,25,85.38,1
3647,260,99.5,80,23,95.92,0
3647,171,97,72,30,162.56,0
3647,264.5,71,65,20,111.57,0
3647,295,31.5,82,25,137.02,0
3647,119.5,18.5,89,37,170.52,0
3648,302,166.93,94.43,25.72,127.64,1
3648,219,153,66,22,112.31,0
3648,435,114,70,22,124.96,0
3648,288.5,62.5,61,29,136.8,0
3648,291.5,15,61,30,144.03,0
3649,222,207.5,114,25,11.74,1
3650,124,430.5,60,23,158.68,0
3650,418.01,413.14,97.3,37.48,98.3,0
3650,387.5,212,61,22,101.41,0
3650,243.5,209.5,93,23,47.27,1
3650,366.56,167.39,136.03,33.16,110.18,0
3650,467.5,52.5,77,23,49.07,0
3651,292.18,439.58,108.22,49.28,143.76,0
3651,274,212.5,88,23,108.95,1
3651,114,181.5,50,23,199.76,0
3651,277.5,180.5,105,23,117.9,0
3651,416,122,100,42,132.08,0
3651,417,68,114,40,131.78,0
3651,195.5,59,75,24,118.21,0
3652,287,168,106,26,163.78,1
3652,121.76,80.01,156.27,44.01,43.52,0
3652,87,21.5,174,43,43.27,0
3653,235,244.5,82,23,128.96,1
3653,74,186,58,22,238,0
3653,54,127,56,20,238.31,0
3654,35.5,230,71,28,49.8,0
3654,269,181.5,90,25,155.71,1
3654,86,106.5,66,27,78.93,0
3655,75,468,62,22,108.49,0
3655,245.5,353.5,71,25,154.14,0
3655,361,222.5,108,27,74.58,1
3655,54,137,84,30,248.88,0
3656,220,225,86,22,94.27,1
3656,208.5,189.5,121,37,88.15,0
3656,53.5,179.5,107,33,75.16,0
3656,153.5,145.5,65,29,125.05,0
3656,338,87,58,24,140.56,0
3657,294.5,215,93,22,116.01,1
3657,193.5,87.5,61,23,153.37,0
3658,246.5,241.5,103,23,79.19,1
3658,220.5,149.5,65,21,127.59,0
3658,16,108.5,103,32,148.38,0
3659,243,177,94,24,34.99,1
3659,364.5,132,117,30,117.16,0
3659,270.5,106,63,24,103.5,0
3660,279.93,210.76,149.16,30.15,102.7,1
3660,149,175,50,22,184.97,0
3660,375,160,106,30,132.81,0
3660,44.45,14.67,90.09,27.45,67.99,0
3661,271.5,215,91,22,51.03,1
3661,378.5,154.5,49,23,152.99,0
3662,32.96,325.92,75.18,31,82.63,0
3662,298.38,171.26,97.78,26.69,176.63,1
3663,211.5,230.5,95,35,99.4,1
3664,331.5,462.5,51,23,168.5,0
3664,391,220,58,24,137.73,0
3664,227.5,213,99,26,71.87,1
3664,465,206,68,28,155.92,0
3664,257.39,180.56,121.3,30.03,83.75,0
3664,350.5,95.5,94.36,43.38,86.2,0
3664,218.5,72.5,61,27,165.12,0
3665,263,217.5,88,25,52.99,1
3665,312,118.5,76,21,138.47,0
3665,46.5,19,93,38,185.79,0
3666,291.93,434.73,90.53,31.39,45.02,0
3666,57,349.5,56,21,163.82,0
3666,322.5,221,67,22,54.37,0
3666,108.5,222,69,24,147.02,0
3666,206.52,217.71,114.74,34.16,101.24,1
3666,328,181.5,86,37,56.15,0
3666,427.52,116.13,82.06,26.8,67.56,0
3667,181,211,80,22,106.97,1
3667,76.5,139.5,63,25,87.79,0
3668,229.5,218.5,111,25,132.52,1
3668,162,175,78,26,136.16,0
3668,282.29,90.31,87.2,34.82,112.28,0
3669,188.5,469,71,20,164.49,0
3669,249.6,135.13,91.59,23.75,196.65,1
3670,296.5,300,89,40,50.21,0
3670,302.65,181.01,89.62,25.34,73.05,1
3670,78,119.5,72,25,175.24,0
3670,94.5,83,71,28,168.88,0
3671,326.5,466.5,77,23,190.31,0
3671,248.5,464,61,26,217.32,0
3671,129.55,447.18,135.3,41.59,184.81,0
3671,316.5,421.5,79,37,173.24,0
3671,262,405.5,52,21,248.37,0
