image,x,y,width,height,B,G,R,label
4368,214.5,169.5,105,27,113.65,106.98,92.73,1
4369,226.5,225.5,87,25,77.81,89.87,68.27,1
4369,48,211.5,60,17,172.87,204.4,198.49,0
4369,461.5,228.5,81,35,94.1,99.8,80.33,0
4369,39.94,15.91,82.89,31.64,171.43,195.05,171.37,0
4370,430.68,450.95,104.56,47.35,128.47,133.49,126.11,0
4370,408,262,64,24,142.32,118.85,122.91,0
4370,251.5,206,95,26,166.4,128.59,139.81,1
4371,283,349,76,34,154.04,143.48,147.03,0
4371,254.5,246,85,26,159.55,157.27,139.28,1
4371,70.5,227,93,32,100.42,93.83,100,0
4371,72.5,150.5,55,25,114.92,114.92,114.92,0
4371,304,97.5,102,35,114.89,110.85,113.76,0
4371,403.5,85,75,24,69.52,77.4,95.69,0
4371,413.85,40.14,119.56,42.41,71.51,76.14,94.49,0
4371,104.5,15.5,81,31,97.01,98.99,99.66,0
4372,220.5,213.5,105,25,71.99,78.28,56.94,1
4372,278.5,163,53,20,50.06,50.06,50.06,0
4372,332,41,134,44,71.87,77.23,78.07,0
4373,263.5,198.5,93,25,0.6,0.91,0.68,1
4373,215.07,117.78,119.02,46.32,42.21,53.17,55.47,0
4373,162,79,68,26,83.6,93.25,66.75,0
4374,200.99,266.92,112.38,25.53,178.31,167.68,129.45,1
4375,148,467.5,50,23,92.35,93.76,90.26,0
4375,280,464.5,80,23,65.36,85.59,84.4,0
4375,74,360,64,26,147.79,105.35,75,0
4375,320,274,58,26,69.3,69.94,68.09,0
4375,229.5,226.5,107,29,109.03,110.37,87.44,1
4376,233,149,130,40,80.65,67.33,55.66,1
4377,254.5,222,103,28,130.62,131.54,105.07,1
4377,108,196.5,60,23,125.65,154.34,138.89,0
4378,19,232.5,85,38,96.21,127.44,118.83,0
4378,263.5,200,89,28,147.48,134.68,120.62,1
4378,163,194.5,66,29,153.19,157.75,130.88,0
4378,168.5,131,57,18,175.27,182.72,156.74,0
4378,158,12,58,24,214.92,210.7,200.2,0
4379,259.5,179.5,101,25,1.07,2.36,1.11,1
4379,196,106.5,54,23,0.02,0.04,0.02,0
4379,267.5,101.5,69,27,0,0,0,0
4379,131,92.5,84,37,2.81,14.64,2.98,0
4379,182.5,59.5,59,25,0,0,0,0
4379,401.99,36.04,98.85,31.44,0,0,0,0
4380,419.5,210,95,32,112.99,115.29,49.08,0
4380,253.5,205.5,111,43,22.69,31.76,11.95,1
4381,376.92,408.01,82.68,27.58,74.13,89.49,74.13,0
4381,308.5,387.5,101,39,84.67,84.67,84.67,0
4381,265.5,196,141,30,69.1,76.44,66.03,1
4381,453.43,195.46,70.14,33.96,67.62,72.23,58.85,0
4382,206,218.5,98,27,133.65,157.98,136.16,1
4382,413.5,19.5,81,39,77.69,100.57,96.59,0
4383,409,418.5,50,21,115.31,148.83,117.78,0
4383,177,384,76,30,70.3,75.71,72.5,0
4383,230,216,98,24,56.36,62.65,42.02,1
4383,140.5,81.5,67,17,122.77,119.5,119.16,0
4383,322.5,14.5,67,25,160.57,168.51,167.15,0
4384,188,204,98,38,173.95,165.32,132.38,1
4384,146.5,13.5,55,27,57.37,61.69,58.85,0
4385,33,406,56,20,76.45,96.54,86.34,0
4385,95.5,180.5,71,25,99.19,99.58,99.45,0
4385,296.5,165,69,22,151.75,151.75,151.75,1
4385,57.85,114.89,122.43,40.71,178.11,191.25,167.22,0
4385,342.5,55,53,20,134.29,137.42,136.92,0
4386,286.62,363.3,130.2,48.71,128.8,128.99,118.68,0
4386,268.88,214.68,88.87,33.15,148.06,142.64,124.16,1
4386,52.05,93.34,122.88,41.62,52.45,74.05,56.01,0
4386,172.74,96.96,131,37.43,118.44,122.88,101.2,0
4386,50.5,9.5,95,19,39.56,78.49,44.67,0
4387,221.11,137.27,104.12,26.22,97.39,103.32,99.67,1
4387,360.5,130,105,42,159.97,162.84,154.54,0
4387,122.5,48.5,67,29,137.21,148.46,137.64,0
4387,115.5,9.5,75,19,176.32,176.6,175.77,0
4388,41.5,468,49,22,166.79,167.28,165.84,0
4388,159.49,420.53,109.76,34.72,106.91,105.28,100.43,0
4388,190,381,50,24,58.18,58.32,55.92,0
4388,292.5,286.5,59,25,133.49,159.43,133.49,0
4388,241,199.5,92,25,84.82,94.4,81.66,1
4388,392,120.5,78,37,160.31,181.53,153.36,0
4388,181.5,14,83,28,128.89,143,140.59,0
4389,368,364.5,82,23,173.91,214.93,203.34,0
4389,274,185.54,100.44,26.61,119.61,152.11,167.87,1
4389,283,149,50,24,125.06,159.59,175.78,0
4389,189.5,141,65,26,41.87,62.26,69.51,0
4390,430.5,326,93,40,161.68,165.69,164.74,0
4390,202.04,188.1,106.48,25.53,146.05,147.33,111.4,1
4390,191,158,116,26,139.73,166.28,118.78,0
4390,324.64,139.86,111.23,41.88,163.8,173.71,171.8,0
4390,68.92,15.29,133.18,31.91,106.58,118.72,104.59,0
4391,223.5,192,103,30,144.26,145.79,112.44,1
4391,111.68,122.58,126.3,41.85,154.92,169.92,151.24,0
4391,202.5,53.5,69,29,206.95,210.83,226.23,0
4392,187,427,54,22,185.42,170.72,151.67,0
4392,40.91,249.61,99.92,38.87,133.77,165.88,144.98,0
4392,239,220.5,104,19,113.2,126.94,97.61,1
4393,223.5,365,63,30,103.51,103.17,105.17,0
4393,256.5,204.5,107,39,86.13,87.91,71.85,1
4393,106,124,84,34,136.4,168.09,145.32,0
4393,440.03,106.1,79.65,38.03,205.32,209.63,199.94,0
4393,44,13.5,88,27,204.83,238.28,209.18,0
4394,394.5,214,61,22,162.09,167.98,151.01,0
4394,252,209,92,28,123.23,135.37,114.65,1
4394,137.5,168.5,89,43,136.1,161.36,138.33,0
4394,173.5,128,83,24,74.89,125.3,79.53,0
4394,374.5,67,145,30,138.9,158.04,141.41,0
4395,280,138,100,28,102.07,132.37,122.41,1
4395,61.85,117.57,125.1,41.39,56.94,84.21,65.46,0
4395,171,99.5,54,25,52.74,82.9,63.97,0
4396,209,237.5,96,25,104.12,74.74,36.36,1
4396,302.5,145,53,22,100.85,109.96,94.16,0
4397,242,218,112,34,83.01,103.55,105.7,1
4397,300.92,130.76,96.35,33.97,60.54,71.5,90.06,0
4397,335,104,56,26,82.4,90.24,110.49,0
4397,194.5,18,117,36,124.96,135.93,167,0
4398,261.5,215.5,111,31,102.69,132.83,132.32,1
4398,251,69,102,34,124.18,145.38,163.43,0
4399,447.5,403,63,22,56.13,79.13,75.13,0
4399,225,223.5,92,33,133.81,132.94,81.81,1
4400,411.41,429.25,111.76,26.06,40.77,58.22,4.81,0
4400,348,352,66,20,45.29,62.56,2.37,0
4400,297,177.5,90,21,36.45,47.43,7.53,1
4400,361.5,80,47,22,161.65,184.17,180.28,0
4401,292,187.5,94,27,168.13,158.95,140.22,1
4401,304,130,60,22,134.21,128.42,93.4,0
4401,61,50,122,50,103.7,132.29,89.18,0
4402,403.5,308,61,18,171.06,173.25,166.88,0
4402,248.5,218.5,97,25,124.88,133.36,110.34,1
4402,436.5,106,85,36,168.7,172.09,162.28,0
4402,438.5,8,81,16,160.03,160.03,160.03,0
4402,64.5,8.5,69,17,194.39,196.1,195.82,0
4403,270.5,215.58,103.84,26.19,73.77,77.98,66.37,1
4403,358.5,181,67,24,113.76,113.76,113.76,0
4403,157,169.5,58,25,165.27,191.61,151.08,0
4404,100,404,100,24,177.77,155.81,159.58,0
4404,213.82,253.74,95.47,38.16,99.22,82.81,68.11,1
4404,202,159,90,32,67.47,64.62,46.29,0
4405,274,224,96,24,88.63,86.17,74.25,1
4405,168,170.5,94,27,128.65,138.09,121.26,0
4405,414.5,84,113,44,140.22,122.72,114.71,0
4406,153.5,381,49,24,170.4,172.34,174.62,0
4406,389,375.5,68,27,155.07,175.82,129.61,0
4406,306.55,185.57,99.82,28.14,132.05,142.04,122.35,1
4407,310,428.5,56,21,170.55,147.55,151.55,0
4407,219.5,226,91,20,107.29,100.69,80.03,1
4407,190,123,50,24,165.29,150.21,144.27,0
4407,379.5,100.5,115,39,159.72,137.2,138.92,0
4408,246,208.5,106,45,62.81,67.09,44.22,1
4408,275,113,93.47,38.68,84.36,84.82,84.27,0
4409,329.5,145.5,83,21,138.32,144.34,157.13,1
4409,73.5,22.5,123,45,27.59,60.28,27.92,0
4410,261,136.5,90,25,169.18,175.49,163.81,1
4411,251.5,214,113,26,81.63,94.01,73.31,1
4411,173,101.5,66,31,146.15,144.64,184.61,0
4411,381.54,74.16,107.73,31.44,124.5,126.87,119.98,0
4411,103.5,46.5,53,23,169.1,186.85,185.65,0
4411,58,29.5,70,21,118.41,167.48,149.77,0
4411,186.53,24.95,128.19,47.28,109.59,126.54,120.83,0
4412,256,225,100,28,104.54,104.32,70.27,1
4413,376,226.5,78,27,141.68,142.2,140.69,0
4413,267,214.5,90,23,103.36,102.96,99.78,1
4413,263.33,116.61,108.35,39.96,108.26,110.74,109.79,0
4413,28.5,13,57,26,87.91,124.62,104.98,0
4414,280.5,206,87,26,150.55,131.82,114.65,1
4414,275.5,163.5,61,23,159.17,147.76,130.04,0
4414,361.5,18.5,53,25,91.38,79.48,67.01,0
4415,269.02,191.55,96.22,24.57,88.47,80.67,58.19,1
4415,436.5,19,77,38,157.19,174.02,149.62,0
4416,211.5,203.5,81,29,180.66,173.97,127.31,1
4417,227.92,183.07,88.41,27.74,135.29,144.25,120.86,1
4417,298,118,50,24,123.02,123.02,123.02,0
4418,28.5,465,57,28,144.95,166.14,153.01,0
4418,370.5,463.5,59,29,153.94,161.28,140.16,0
4418,339.49,170.66,89.56,24.8,184.7,186.77,180.81,1
4418,322,95.5,84,35,189.48,189.48,189.48,0
4419,108.5,371.5,85,39,146.16,142.4,139.98,0
4419,165.5,212,105,28,93.74,98.3,68.59,1
4420,443.5,363,71,26,104.05,109.82,93.19,0
4420,279.04,215.5,106.33,24.82,89.34,94.09,92.02,1
4420,335,116,56,22,118.15,118.56,118.08,0
4420,422.5,118,99,38,113.09,120.66,98.89,0
4420,382.5,10.5,61,21,119.36,122.21,113.97,0
4421,296.5,236,99,26,111.34,70.67,59.49,1
4422,325.5,250.5,93,25,51.44,45.08,37.71,1
4422,39.5,143.5,79,33,241.83,241.89,238.58,0
4422,374,126.5,56,25,73,63.82,44.64,0
4422,289,116.54,83.14,28.23,61.89,46,30.05,0
4423,226,263.5,110,27,116.84,113.9,93.8,1
4423,449.5,36.5,59,23,130.12,131.06,128.33,0
4424,164.5,226.5,91,27,70.06,62.72,69.6,1
4425,154.5,424.5,53,23,97.57,147.37,112.19,0
4425,220.92,415.44,94.4,42.4,8.52,35.07,10.92,0
4425,225.5,223,91,26,171.9,180.56,136.62,1
4425,70,197,74,26,185.42,190.18,188.18,0
4425,316.5,172.5,61,21,25.83,48.14,19.6,0
4425,123,84.5,58,19,149.01,162.89,136.8,0
4426,71.75,267.85,99.16,31.45,180.43,174.09,174.68,0
4426,222.5,216,103,42,123.57,119.15,89.04,1
4426,123.39,175.96,103.28,29.7,121.93,122.52,115.26,0
4427,334,355.5,82,21,41.75,60.41,41.75,0
4427,252.56,219.65,98.04,32.27,74.82,86.46,56.14,1
4427,411.51,191.18,136.19,35.25,57.48,57.58,57.29,0
4427,320,138,94,46,43.88,44.37,42.94,0
4428,238,205,98,46,100.91,105.1,78.74,1
4428,207.5,128.5,53,21,145.09,147.16,138.34,0
4428,350.5,129.5,91,31,157.17,159.3,153.16,0
4428,53.61,28.72,110.48,40.13,90.8,144.97,93.06,0
4429,182,154.5,84,23,131.93,123.82,87.22,1
4429,366,90,68,28,255,255,255,0
4430,421.5,247.5,65,31,151.49,153.18,152.92,0
4430,268,170.5,102,39,82.08,82.9,82.44,1
4430,151.5,77.5,111,45,148.39,151.66,149.32,0
4431,144,449,96,36,137.92,139.54,139.27,0
4431,244.99,190.63,95.29,25.65,98.67,108.49,99.76,1
4431,397,184.5,56,23,105.57,113.57,90.57,0
4431,252,126.5,62,23,134.48,147,144.85,0
4431,116.5,26,65,24,165.91,168.65,167.53,0
4432,270.5,205.5,95,25,152.07,127.95,91.21,1
4432,261.5,171,49,24,159.71,131.79,94.71,0
4433,232,206,78,32,78.37,78.72,55.94,1
4433,318,170.5,54,23,85.73,95.29,93.77,0
4433,436.5,103.5,55,21,118.93,123.01,120.98,0
4434,247,223,92,26,105.71,107.43,83.44,1
4434,443.5,43.5,71,29,184.22,184.41,183.85,0
4434,293,20,96,40,186.79,187.71,186.74,0
4435,245,220,90,26,93.92,100.05,73.6,1
4435,338,183,64,30,161.18,162.3,159.05,0
4435,368.27,142.46,137.66,33.03,155.44,158.03,151.19,0
4435,427,8.5,72,17,171.58,171.58,171.58,0
4436,253,195.5,84,23,82.15,130.78,90.93,1
4436,42,65.5,48,23,67.82,132.88,88.41,0
4436,411.25,26.75,92.41,38.7,96.46,163.06,117.01,0
4437,236.9,223.52,96.85,25.81,23.53,43.14,14.67,1
4438,270.92,254.23,100.55,23.85,40.78,56.8,37.49,1
4438,36.22,208.93,95.26,42.12,70.19,77.64,67.23,0
4438,27.5,13.5,55,27,66.66,105.07,66.71,0
4439,301.5,192.5,93,21,99.69,116.32,76.73,1
4439,434.47,167.72,89.9,26.43,166.7,183.75,133.5,0
4439,155.5,158,51,24,113.25,135.45,86.25,0
4440,334.45,222.91,99.42,25.5,137.11,121.86,104.23,1
4440,424.03,27.59,114.28,41.99,122.44,111.4,99.01,0
4441,439.5,441,79,38,153.59,172.96,153.59,0
4441,198,212.5,98,23,53.09,64.39,41.9,1
4441,309,99,74,18,129.65,123.87,116.19,0
4442,402.5,351.5,53,23,170.49,139.06,109.17,0
4442,378,253.5,58,21,180.16,158.72,142.19,0
4442,386.5,208.5,53,23,177.11,152.55,126.82,0
4442,273,198.5,124,27,106.83,99.85,98.48,1
4443,211.5,195,91,24,162.73,165.65,134.79,1
4444,236,227.5,108,25,190.4,175.28,147.11,1
4445,206.71,231.14,125.99,25.37,97.61,117.15,139.77,0
4445,134.52,172.97,83.88,27.67,58.75,73.92,112.33,1
4445,265.5,132.5,79,31,159.91,171.38,159.47,0
4445,380.5,44,55,22,133.56,142.43,140.91,0
4446,31,253,62,22,114.91,123.27,117,0
4446,287.5,160.5,91,23,173.97,177.89,175.66,1
4446,422,115,72,30,162.71,164.01,160.22,0
4446,402.5,82,55,20,164.12,164.12,164.12,0
4447,282,470,58,18,171.01,174.92,163.59,0
4447,424,187.5,62,27,158.52,166.46,143.63,0
4447,331,140.5,84,21,153.59,163.23,142.36,1
4448,435.5,468.5,61,21,3.97,33.41,20.89,0
4448,326,458.5,66,21,36.58,69.66,86.04,0
4448,38.88,265.33,92.53,35,47.12,66.07,62.83,0
4448,244.1,227.1,110.37,28.52,67.05,83.68,69.53,1
4448,466,226,68,26,4.82,21.12,18.63,0
4448,53.95,181.65,83.23,28.93,91.56,107.61,107.28,0
4448,383.07,167.74,111.05,32.74,45.84,53.42,49.85,0
4448,398,61.5,76,25,87.67,105.77,98.52,0
4448,421.58,18.66,115.24,39.7,84.2,98.3,93.56,0
4449,406,318,58,28,28.47,36.47,13.47,0
4449,383.57,261.54,113.63,52.37,73.49,78.88,63.35,0
4449,244.5,219.5,77,29,58.41,84.86,56.86,1
4449,222,129,86,34,129.45,134.19,142.41,0
4449,133,117.5,88,35,155.11,175.58,190.51,0
4449,381.5,15,77,30,164.89,166.11,162.57,0
4450,309.5,191,83,32,118.64,119.61,119.46,1
4451,174,460,122,38,130.99,128.27,117.54,0
4451,191,367,60,26,162.68,163.56,141.8,0
4451,153,184.5,86,25,158.1,154.25,133.61,1
4452,320.5,203.5,95,29,106.18,107.82,103.09,1
4452,148,132,106,42,161.22,179.06,157.79,0
4453,234.5,464.5,69,29,102.26,109.61,110.14,0
4453,303,459,92,40,121.67,125.09,124.53,0
4453,196.78,199.82,93.17,25.73,173.36,182.97,152.66,1
4453,395.5,139,75,34,156.69,143.05,123.81,0
4453,402,19,102,38,157.35,161.24,138.96,0
4453,310,11.5,74,23,158.73,166.73,143.73,0
4454,236,240,104,28,100.88,89.7,62.08,1
4454,336,231.5,54,21,51.14,51.14,51.14,0
4455,438,467,56,18,108.4,114.31,103.39,0
4455,219.5,445.5,55,21,127.5,127.22,126.56,0
4455,340.73,374.77,128.58,31.3,81.08,90.37,77.33,0
4455,206,252,86,30,132.61,133.28,113.93,1
4455,321,159,50,24,63.83,63.83,63.83,0
4455,278,118,114,46,132.08,131.15,133.19,0
4456,302,157,74,24,107.21,114.28,93.07,1
4457,221,172.43,90.72,26.45,104.86,110.43,105.27,1
4457,325.5,138.5,69,27,84.82,79.12,101.73,0
4457,323.5,52,109,48,93.63,91.2,112.66,0
4457,433,15.5,92,31,109.25,105.52,116.32,0
4458,285,468.5,56,21,87.37,88.82,88.59,0
4458,293.5,180,101,30,74.51,78.05,69.87,1
4459,158.48,225.38,92.41,33.37,191.09,182.46,168.81,0
4459,274,216.5,88,25,63.67,58.58,3.62,1
4459,332.5,103.5,69,27,1.68,1.52,27.95,0
4460,177.5,208.5,71,33,79.23,76.73,53.12,1
4460,214,177,94,28,76.76,84.31,50.12,0
4460,337.5,148.5,111,37,161.66,169.56,146.81,0
4460,121,23,50,24,48.66,61.02,58.91,0
4461,99.5,427.5,55,23,234.85,236.4,228.2,0
4461,224.16,284.82,118.19,43.75,86.11,93.63,77.17,0
4461,330.5,268,69,30,156.8,176.86,142.54,0
4461,362.5,198,83,30,150.99,159.47,135,1
4461,133,177.5,62,25,155.79,161.99,157.4,0
4461,75,146,76,28,125.06,141.31,144.2,0
4462,356.5,190.5,77,23,183.76,184.41,182.53,1
4463,249,231.5,120,25,55.91,58.62,61.39,1
4464,278.5,200.5,117,25,52.45,67.19,48.89,1
4464,356,47,66,24,149.23,151.06,122.61,0
4465,313,232.5,120,25,67.88,61.44,57.3,1
4466,99.5,436.5,85,19,95.84,105.31,88.5,0
4466,161,220.5,108,25,177.14,179.11,153.97,1
4466,435.18,89.35,90.47,42.57,102.25,109.41,72.45,0
4467,226,205.5,106,25,126.9,124.81,93.46,1
4467,75,195.5,74,19,59.17,86.87,83.16,0
4467,13.5,154.5,61,27,28.8,39.44,21.81,0
4467,336.5,117.5,57,27,142.55,147.13,137.35,0
4468,247,209,94,24,112.2,79.07,43.27,1
4468,302,62.5,90,39,186.33,188.65,186.97,0
4468,448,53,62,30,165.23,167.55,165.53,0
4468,140.5,14.5,65,29,184.2,182.18,176.77,0
4469,247,216,98,24,127.43,141.58,120.4,1
4469,103,134,84,28,114.76,133.03,113.11,0
4470,306,377.5,66,31,28.59,91.11,25.73,0
4470,279,272.5,60,21,104.41,130.44,92.38,0
4470,254,224.5,100,27,157.81,160.72,124.35,1
4470,202.5,113,85,30,186.8,189.15,202.46,0
4470,358,54,54,24,68.03,94.88,26.48,0
4470,125.5,53,109,32,164.19,175.18,159.08,0
4471,296.5,172.5,99,25,79.03,89.71,70.82,1
4472,92.5,443,65,24,55.88,88.19,66.23,0
4472,286.5,407,61,24,55.59,79.44,56.05,0
4472,157.5,405.5,105,41,163.94,170.07,172.36,0
4472,309.5,217.5,99,25,145.37,151.74,148.06,1
4473,326,176,104,26,158.49,159.52,156.51,1
4473,151.63,122.83,123.55,39.81,141.77,161.4,143.45,0
4474,92.5,186.5,83,31,131.71,169.16,122.64,0
4474,237,184,112,28,36.47,72.1,35.79,1
4474,130.5,148,69,26,179.61,197.27,156.03,0
4475,75.5,436.5,55,23,133.74,149.36,132.57,0
4475,260.5,203,119,42,96.51,99.29,89.56,1
4476,318.5,269.5,61,19,5.55,36.15,16.96,0
4476,34.5,276.5,69,33,60.7,146.15,100.01,0
4476,121.5,214.5,105,35,29.97,75.72,38.88,0
4476,259.5,211,105,30,90.85,66.17,16.19,1
4476,13,109.5,77,26,114.52,196.9,145.83,0
4477,256,222,104,28,139.98,145.03,122.45,1
4478,26.5,295,53,24,1.05,4.15,1.32,0
4478,247,234,108,26,29.71,35.19,11.12,1
4478,370.04,190.15,116.83,35.54,13.57,71.96,9.6,0
4478,391,12,52,24,241.22,241.53,240.61,0
4479,201.5,211.5,103,27,143.85,151.91,127.62,1
4479,101,182,56,22,111.7,108.07,92.44,0
4479,348.5,73.43,99.65,41.24,151.88,161,159.47,0
4479,444.5,60,53,24,150.51,165.96,159.1,0
4480,207.5,369.5,59,27,48.57,107.67,113.22,0
4480,303,361,68,24,38.62,104.59,109.99,0
4480,295.5,210.5,107,25,37.2,109.95,111.75,1
4480,303.5,153.5,59,21,37.77,125.14,131.6,0
4480,420,140.5,84,41,28.58,97.18,107.46,0
4480,322,16.5,80,33,33.02,105.81,115.34,0
4481,217,224,90,28,110.85,110.46,67.86,1
4482,281,312.5,50,21,107.56,113.14,107.56,0
4482,304,192,76,30,126.43,126.78,125.76,1
4482,221.5,63,67,22,60.31,65.82,55.65,0
4483,208.33,213.77,90.65,34.83,154.25,157.27,129.64,1
4483,100.79,71.97,115.15,27.11,134.55,151.22,131.42,0
4484,213.5,415.5,79,27,38.17,71.38,89.9,0
4484,180.5,330.5,77,19,24.91,38.8,44.25,0
4484,177.5,245.5,139,29,41.74,54.31,51.84,1
4484,460.5,268,124,37,13.7,47.13,65.53,0
4485,277.5,309,51,22,89.97,93.69,85.94,0
4485,408,281.5,52,23,148.95,133.95,114.95,0
4485,375.5,222.5,63,27,151.41,136.43,117.38,0
4485,224.5,219,119,26,125.41,115.77,97.55,1
4486,240.5,195,109,32,2.77,14.01,2.29,1
4486,405.01,145.2,97.12,29.34,2.15,2.19,2.16,0
4486,48,96,96,44,2.64,16.85,1.94,0
4487,285,227,112,26,167.11,119.33,59.95,1
4487,428.71,163.94,104.34,31.49,238.13,166.02,72.96,0
4487,413,13,116,26,246.68,178.9,84.05,0
4488,318,217.5,96,27,115.66,119.1,98.15,1
4488,361.5,68,81,38,139.94,131,130.72,0
4489,117.5,397,87,28,217.59,222.67,216.81,0
4489,243,243,90,24,115.4,124.99,92.56,1
4489,455.5,125.5,129,47,81.25,84.61,73.67,0
4489,59,17,102,34,161.09,185.16,169.98,0
4490,245.5,213,137,26,97.72,123.53,106.36,1
4491,12.5,405,56,25,71.9,76.38,75.65,0
4491,273.53,207.78,130.22,29.49,57.29,64.54,54.71,1
4492,291.5,241,109,28,129.86,132.73,110.52,1
4492,448,195.5,54,21,198.19,202.26,179.94,0
4492,422,143.5,60,25,182.36,186.22,163.94,0
4492,412.5,16.5,105,33,112.51,126.41,121.13,0
4493,109.91,444.69,143.9,46.16,93.87,113.33,88.85,0
4493,214,190,88,28,180.45,167.05,138.16,1
4493,108,111,58,20,138.36,173.5,138.16,0
4493,196,32,103.24,45.25,199.67,213.81,233.43,0
4494,221.5,233,99,26,121.31,109.13,82.39,1
4494,188.5,199.5,61,19,86.34,97.2,64.96,0
4494,272,197.54,96.28,18.55,121.17,110.65,96.47,0
4494,343.82,27.73,106.69,49.94,149.18,149.18,149.18,0
4494,59,19,96,38,83.96,96.34,102.65,0
4495,418,460.5,80,37,99.72,99.22,71.64,0
4495,301,210,90,24,66.18,59.66,39.85,1
4495,467.5,160.5,59,23,125.7,110.7,91.7,0
4495,203.92,98.86,115.98,47.45,218.13,216.3,215.23,0
4495,215.5,13.5,75,27,234.48,220.06,200.97,0
4496,165.5,190,101,24,172.5,170.41,137.69,1
4496,301.5,147,73,30,170.41,170.8,170.74,0
4497,247,178.5,102,25,0.69,0.96,0.71,1
4497,414,64,92,44,0,0,0,0
4497,44,14.5,88,29,3.77,26.73,3,0
4498,239.5,221.5,83,23,86.32,96.85,69.99,1
4498,314.5,119.5,69,29,116.3,104.43,90.04,0
4498,116,14.5,70,29,160.5,169.21,181.72,0
4499,442.5,220.5,53,21,153.67,171.47,166.43,0
4499,256.5,218.5,103,25,88.84,104.21,72.49,1
4499,82,208.5,82,37,109.34,105.05,89.89,0
4499,390,169,124,46,153.42,175.31,172.48,0
4499,315,29.5,96,21,160.5,169.78,156.57,0
4499,32.5,25,65,24,129.18,145.03,88.98,0
4500,406,327,82,36,70.61,93.08,89.18,0
4500,286,193.5,108,33,95.78,115.16,109.82,1
4501,190,444,114,42,241.63,215.2,153.94,0
4501,267.5,420.5,99,43,216.6,184.92,139.95,0
4501,42,410.5,58,25,236.25,233.67,214.57,0
4501,414,394,72,24,220.29,245.83,204.3,0
4501,163.5,317.5,83,31,207.63,185.87,125.49,0
4501,303.5,220,91,24,243.21,238.2,234.26,1
4501,408.5,199,73,30,236.15,250.67,225.88,0
4501,99,158,88,22,202.01,190.97,170.3,0
4501,360.5,118.5,53,25,248.38,252.07,248.3,0
4502,300.5,454,101,44,58.62,100.64,66.91,0
4502,417.5,382.5,93,25,105.38,153.1,95.11,0
4502,268,195,92,28,124.8,130.93,123.65,1
4503,175.5,230,99,28,58.09,82.95,54.11,1
4504,205,308,80,38,141.82,120.64,119.42,0
4504,319.49,213.31,146.81,39.64,127.63,129.23,103.59,0
4504,215,190.92,78.39,33.59,71.25,76.87,44.04,1
4504,107.5,146.5,91,21,187.6,186.74,182.29,0
4504,247,118.5,76,31,75.49,77.55,62.57,0
4505,237,232.5,82,35,96.13,110.4,70.56,1
4505,111.5,123,97,26,165.09,195.1,175.08,0
4505,177.83,35.44,99.36,40.09,125.58,154.83,140.09,0
4506,51.5,435.5,51,21,107.3,149.61,104.3,0
4506,204.19,206.13,154.33,28.52,169.94,167.31,144.09,1
4506,290.62,110.89,109.27,39.51,163.78,168.9,167.85,0
4506,256.5,27.5,101,47,113.5,140.14,131.2,0
4507,433,275.5,92,45,85.22,85.13,70.79,0
4507,256,212.5,98,23,52.69,65.68,43.43,1
4507,441,177,66,24,57.35,61.85,48.88,0
4507,65,150,66,30,60.07,82.86,69.92,0
4508,207,470,62,18,50.34,56.95,22.8,0
4508,45.28,445.19,99.32,36.7,53.34,67.93,62.81,0
4508,379.5,369.5,55,21,153.63,181.45,153.63,0
4508,259.5,188.5,93,27,126.7,133.93,125.28,1
4508,426,60,48,22,163.86,182.47,158.74,0
4508,368,60.5,52,23,177.89,177.89,177.89,0
4509,324.5,252.5,63,25,42.89,65.79,22.57,0
4509,194.5,245,97,24,197.02,195.96,183.25,1
4509,192.45,61.78,127.21,39.43,112.83,141.9,144.37,0
4509,16,59.5,89,32,112.18,152.19,119.67,0
4509,418.53,12.71,99.37,24.65,159.26,165.32,130.95,0
4510,275.5,465.5,83,27,136.95,131.77,152.98,0
4510,353,446.5,88,31,136.18,133.25,155.37,0
4510,442,265,74,24,115.05,138.14,144,0
4510,215.5,204.5,113,27,88.03,91.98,69.41,1
4510,396,148.5,52,23,129.24,129.44,151.01,0
4510,44,11.5,88,23,43.82,80.81,56.36,0
4511,437,332,72,20,200.88,205.81,185.34,0
4511,270.5,242,93,44,129.72,131.88,102.63,1
4511,13.5,202.5,69,27,172.84,174.86,174.53,0
4511,364.64,115.02,82.03,40.97,85.98,86.61,84.78,0
4511,467.5,101,78,23,145.43,143.73,124.27,0
4511,173.46,72.44,124.87,54.3,133.92,142.71,145.99,0
4512,353.01,176.92,102.34,25.88,126.07,110.6,91.32,1
4512,307.5,134,93,28,116.22,102.95,82.22,0
4512,201.5,89,87,24,141.38,149.76,123.22,0
4513,425,469.5,88,19,107.24,123.8,115.11,0
4513,240.5,211,101,28,116.4,113.05,82.3,1
4514,209,199,118,36,95.14,132,74.83,1
4514,28.5,161.5,57,21,238.5,238.63,238.38,0
4514,28.5,130,57,24,238,238,238,0
4514,435.47,47.7,93.24,40.7,102.35,145.51,97.69,0
4515,294.5,202.5,129,27,162.5,167.03,164.74,1
4515,442,53.5,74,31,173.26,178.59,163.24,0
4516,233,195.5,100,29,84.69,107.65,77.42,1
4517,269,329.5,82,25,178.55,181.67,179.48,0
4517,275.5,228,119,30,133.49,151.79,123.28,1
4517,162,206.5,68,21,123.89,126.31,125.78,0
