image,x,y,width,height,B,G,R,label
4907,285,75,76,30,250.12,253.13,244.24,0
4908,181,301.5,48,23,69.07,90.08,86.61,0
4908,425,283,108,32,133.12,159.23,158.5,0
4908,330,261.5,70,25,130.01,153.25,149.64,0
4908,226.5,187,67,24,86.14,108.51,95.77,1
4908,431.42,186.41,125.48,48.52,125.91,148.7,144.52,0
4909,195,404,60,22,114.05,100.79,83.11,0
4909,229.5,189,113,26,146.46,151.64,122.14,1
4909,374.5,107.5,99,45,104.05,104.05,104.05,0
4910,223.5,214.5,105,39,91.75,81.47,51.97,1
4910,260.5,171.5,53,21,55.52,43.73,26.61,0
4910,240.5,16.5,135,33,81.34,83.39,82.61,0
4911,266.5,428,85,26,144.98,117.96,83.96,0
4911,262.5,200,129,26,130.9,110.18,71.66,1
4911,260,139,56,22,117.15,94.31,67.18,0
4911,439.5,77,79,32,170.61,141.61,104.61,0
4911,199,50,136,26,182.55,146.06,108.24,0
4912,449,240.5,56,19,149.06,156.27,141.14,0
4912,222,192.5,100,25,90.97,95.77,72.68,1
4913,233,221.5,92,29,105.46,100.48,54.84,1
4913,371,19.5,112,39,192.88,187.41,166.75,0
4914,115.5,459.5,103,35,59.06,75.67,71.84,0
4914,258,211.5,84,23,54.57,55.58,49.71,1
4914,34.5,145,69,28,176.26,182.81,161.9,0
4914,156,11.5,52,23,152.29,185.76,130.04,0
4915,260,215,130,28,83.29,105.27,95.67,1
4915,399,12.5,62,25,149.87,153.49,143.05,0
4916,209,433.5,66,31,76.92,77.19,77.37,0
4916,96.5,150,61,28,86,105.41,114.91,0
4916,299.5,145.5,111,25,108.36,125.64,122.7,1
4916,46.5,63.5,61,19,78.29,113.42,87.27,0
4916,292,9,72,18,113.55,125.55,123.49,0
4917,120.5,385.5,93,41,95.26,131.58,89.05,0
4917,314,200,108,28,112.86,154.42,108,1
4918,422.5,460,105,38,148.11,161.96,95.39,0
4918,199,215.5,126,23,120.52,137.85,115.06,1
4919,413.5,289.5,131,49,163.31,169.4,151.8,0
4919,215.5,218.5,115,25,96.78,97.38,73.17,1
4920,426,443.5,96,43,96.99,112.93,96.99,0
4920,201,368,82,30,126.25,123.71,121.83,0
4920,14.5,252.5,63,29,125.59,136.06,134.54,0
4920,250.5,230,73,28,215.07,210.21,171.92,1
4920,51.5,119.5,71,29,104.81,118.94,112.98,0
4920,203,72.5,54,21,170.18,182.11,227.24,0
4921,53.5,456.5,107,37,176.44,171.92,163.88,0
4921,36.32,299.74,89.84,38.07,177.25,178.11,171.71,0
4921,78.5,213.5,89,27,176.48,176.46,164.7,0
4921,272,188,132,26,57.89,73.78,69.95,1
4921,169,55,76,28,155.38,175.22,160.13,0
4922,399.2,452.59,105.7,52.26,192.84,203.97,193.37,0
4922,188.5,316.5,69,23,83.75,67.07,51.54,0
4922,302.5,147,125,26,149.53,166.57,150.63,1
4923,262.5,226.5,107,27,98.54,100.58,92.45,1
4924,238.5,152.5,111,27,82.16,111.4,122.41,1
4925,251,273.5,56,25,88.98,86.13,51.85,0
4925,238.5,201.5,101,27,91.69,91.33,49.67,1
4925,102.5,163,57,28,72.6,78.22,57.57,0
4925,76.5,14.5,47,23,67.09,78.28,22.38,0
4925,164,13,88,26,211.24,201.51,181.34,0
4926,302.62,402.97,91.82,31.14,9.36,29.69,9.17,0
4926,372.5,310,73,36,4.07,45.91,7.28,0
4926,282,159.5,84,39,3.84,26.88,12.55,1
4926,283.5,15,131,30,1.5,10.15,3.26,0
4927,83.5,453.5,103,51,56.54,58.71,58.35,0
4927,187.5,382.5,61,21,75.92,76.41,76.34,0
4927,443,313,56,22,152.47,159.69,138.88,0
4927,215.5,204.5,107,45,95.17,100.43,76.27,1
4927,299.5,165.5,61,23,37.54,38.36,35.91,0
4928,268,141,104,26,107.4,107.4,107.39,1
4928,403,128.5,64,29,183.79,184.64,184.34,0
4928,433.94,88.16,106.92,53.12,164.88,165.56,164.02,0
4928,326,28,60,26,162.44,163.14,161.1,0
4929,287,239.5,112,27,175.64,159.33,126.13,1
4929,422.5,143,113,36,242.72,234.04,195.26,0
4930,240,240,80,26,121.53,128.42,91.33,1
4931,225,448.5,88,27,131.84,152.83,138.18,0
4931,257,190.5,102,25,65.3,74.46,85.74,1
4931,412,122,76,26,164.65,171.71,151.36,0
4931,344.5,56.5,75,33,186.47,184.79,184.34,0
4932,422,463.5,66,31,32.58,55.9,24.59,0
4932,316.5,227,121,28,41.55,78.02,38.95,1
4933,131.6,457.46,135.77,40.11,98.25,101.02,83.53,0
4933,323.01,211.7,108.33,24.59,119.56,121.46,117.84,1
4933,369.78,89.67,138.87,49.5,189.25,195.29,189.12,0
4934,174,449.5,50,23,165.73,168.95,168.09,0
4934,316,201.5,102,29,118.55,141.27,138.05,1
4934,40.28,100.49,88.73,27.75,90.01,117.02,91.6,0
4934,173,59.5,68,31,146.41,169.41,165.41,0
4934,93,27,58,24,67.31,111.11,81.9,0
4934,430.5,10.5,77,21,78.26,101.58,96.59,0
4935,192,201,106,26,96.04,173.01,200.2,1
4935,350,38,134,28,105.55,101.46,91.31,0
4935,386.5,10,89,20,125.67,123.47,109.68,0
4936,233.5,366,59,20,23.88,72.33,31.88,0
4936,63.5,312.5,127,45,47.97,79.53,42.04,0
4936,293.5,263.5,55,27,44.88,108.8,49.37,0
4936,215,193,100,24,16.24,34.4,9.18,1
4936,78,177,72,32,101.7,137.6,91.43,0
4936,224,137.5,56,21,4.46,10.41,4.86,0
4936,172.93,61.97,104.89,35.86,19.25,42.58,17.63,0
4936,447.5,37,63,24,23.23,67.09,18.69,0
4936,387,21,108,42,37.31,87.87,33.2,0
4937,82,468.5,54,21,10.2,29.25,10.35,0
4937,345,435.5,50,23,197.84,197.84,197.85,0
4937,34,219.5,50,23,31.66,80.07,36.45,0
4937,217.5,214.5,97,23,174.58,126.29,65.22,1
4937,87.5,195,69,24,95.04,124.65,101.34,0
4937,436,158.5,68,17,206.51,198.64,178.39,0
4937,431.7,42.56,115.22,56.29,185.25,196.63,173.56,0
4937,242,11,70,22,156.42,200.33,171.91,0
4938,251.5,211,101,24,101.21,102.72,79.08,1
4938,46,118,68,26,76.68,65.03,48.85,0
4938,210.45,19,102.39,37.11,88.28,76.4,78.35,0
4939,158.46,224.02,103.25,23.54,117.87,117.22,98.57,1
4939,142.5,103,55,20,55.46,67.58,54.32,0
4939,442,92.5,64,21,193.25,214.23,193.62,0
4940,94,453.5,104,51,197.92,215.44,202.5,0
4940,62,272.5,48,23,103.3,131.28,125.21,0
4940,305.5,221,85,24,55.07,53.58,53.82,1
4940,253.97,109.9,128.12,27.87,94.47,101.53,100.79,0
4940,25.4,105.97,108.75,54.19,114.15,129.37,123.3,0
4940,104,14.5,64,29,67.36,91.62,80.4,0
4941,301.5,254.5,103,23,93.42,103.79,83.83,1
4942,269.5,225,137,30,57.39,66.08,47.38,1
4942,420,198.5,90,23,42.31,45.37,43.95,0
4942,142.5,196.5,55,25,209.69,212.31,211.93,0
4942,452.5,152.5,53,21,31.24,31.36,31.01,0
4942,319,11,102,22,116.63,121.61,141.87,0
4943,312.5,227,125,24,126.16,132.27,125.59,1
4943,419.5,55.5,119,43,155.91,158.61,150.79,0
4944,275,187.5,102,27,89.79,105.39,82.54,1
4944,357.5,63.5,57,19,186.78,190.33,180.13,0
4945,338.5,462,81,34,100.78,105.83,102.45,0
4945,241.5,204.5,91,27,166.13,172.86,146.02,1
4945,432.5,15.5,93,31,102.2,104.31,98.2,0
4945,339,23.5,110,47,68.92,73.32,68.6,0
4946,204,304.5,50,23,74.39,52.72,58.34,0
4946,94.5,292,77,30,216.89,208.88,188.4,0
4946,278.63,260.1,135.73,29.02,98.71,81.13,51.08,1
4946,261.5,116,95,36,136.74,135.88,147.78,0
4946,429.5,98.5,99,25,109.63,94.88,77.49,0
4946,325,89.5,68,23,114.81,105.8,89.43,0
4947,348.85,362.01,102.34,39.04,16.81,99.75,36.52,0
4947,228.5,279.5,109,27,3.04,28.55,5.54,1
4947,205.5,72,63,24,15.71,49.97,54.54,0
4948,180.5,213.09,101.29,23.8,137.08,79.74,45.05,1
4948,396,151.5,58,19,173.27,180.71,159.26,0
4948,383,13,104,26,104.44,96.03,89.89,0
4949,446.57,174.26,67.26,25.07,151.79,131.51,134.97,0
4949,310.47,175.4,132.12,28.21,200.59,198.42,198.19,1
4950,26.33,429.78,106.27,48.11,180.75,208.39,190.61,0
4950,218,209.96,102.43,25.71,85.64,82.69,52.97,1
4951,225,132.5,112,41,100.58,91.24,80.16,1
4952,258,246.5,104,43,153.07,114.29,33.09,1
4953,35,314.5,58,23,170.59,170.84,170.81,0
4953,225.5,226.5,85,23,208.89,216.29,188.83,1
4953,70,223.5,64,23,113.86,138.12,137.37,0
4953,448,15,62,22,153.28,164.19,162.4,0
4954,219.5,214,97,24,171.06,172.63,146.1,1
4954,426.5,135,61,20,127.89,145.66,97.64,0
4954,112,38.5,62,23,113.72,158.17,132.55,0
4954,245.5,23.5,119,47,174.28,179.5,172.6,0
4955,299.5,398.5,151,41,143.34,151.89,145.23,0
4955,317,366,96,28,133.9,152.63,134.65,0
4955,247,201.91,111.87,33.83,82.1,94.14,74.66,1
4955,54.5,193,109,40,170.22,165.28,150.96,0
4955,251.5,157,53,24,40.27,44.88,43.5,0
4956,205.5,153,121,24,66,69.7,46.6,1
4956,82,151.5,52,25,178.34,148.39,133.94,0
4957,138.5,366,57,20,66.89,72.68,57.15,0
4957,323.5,197.5,69,21,48.31,60.25,40.45,0
4957,203.5,186,107,50,46.5,49.84,17.15,1
4957,55,161.5,58,27,21.86,54.34,20.97,0
4958,164,351,52,24,183.59,165.93,171.26,0
4958,35.5,333.5,71,33,83.72,120.52,127.81,0
4958,281,203,110,34,102.69,103.14,101.83,1
4959,211,428.5,50,21,12.44,56.63,18.17,0
4959,213.5,324,115.4,46.4,2.3,18.99,4.3,0
4959,447.5,199,63,30,3.13,46.37,2.98,0
4959,253.5,152,77,30,2.25,83.59,6.49,1
4959,238.5,16,117,32,6.59,139.62,9.67,0
4960,211.5,212,101,26,16.38,33.99,11.2,1
4960,277.5,163.5,71,19,1.69,2.79,1.24,0
4961,151.22,459.99,108.77,25.9,61.43,73.41,79.59,0
4961,339.5,360.5,61,25,115.15,131.62,109.2,0
4961,446.5,313,61,28,152.56,144.33,126.54,0
4961,260,240,92,28,144.29,153.98,119.17,1
4961,358.5,155.5,77,31,85.64,80.61,62.82,0
4961,381,18.5,122,37,106.24,94.15,88.45,0
4962,210.5,218,117,30,23.43,36.74,26.96,1
4962,437.69,212.6,88.14,30.59,7.96,9.48,6.3,0
4962,305.08,177.7,100.07,45.84,15.84,19.02,14.81,0
4962,207.5,21.5,59,25,22.69,33.84,42.14,0
4963,227.5,212.5,93,31,122.71,114.78,78.34,1
4964,196.5,450,57,22,96.36,98.64,94.33,0
4964,165,422.5,64,27,54.83,61.39,68.18,0
4964,288.5,411,83,36,187.58,188.62,177.81,0
4964,177,373.5,62,25,147.39,134.43,135.06,0
4964,246.5,334,77,24,173.69,175.44,167.52,0
4964,222.5,217,109,36,172.41,174,138.89,1
4964,267.5,148,61,30,168.51,175.99,154.41,0
4965,63.5,464,101,30,89.05,102.46,100.22,0
4965,235.5,228,141,42,79.52,81.17,66.17,1
4965,108,40.5,72,21,221.87,215.52,210.44,0
4965,57,15.5,56,21,101.85,112.65,109.62,0
4966,166.49,272.69,148.31,35.9,111.22,109.56,99.72,0
4966,334,235.5,72,31,174.28,175.04,172.84,0
4966,335,193.5,112,39,166.92,176.34,162,1
4966,42,16.5,84,33,123.02,149.78,125.04,0
4967,198,362.5,66,27,120.48,165.23,109.78,0
4967,301.5,193.5,109,25,11.79,26.54,12.26,1
4967,240.5,167.5,51,21,83.87,135.65,81.69,0
4967,120,140.5,78,27,18.35,57.86,19.47,0
4968,188.4,203.86,117.41,34.63,120.67,119.87,96.81,1
4968,329.16,201.73,105.87,31.64,67.89,55.82,36.38,0
4968,339,64,54,26,47.3,46.45,27.42,0
4969,296.53,437.47,99.34,26.86,2.61,15.88,1.69,0
4969,29,422,58,28,13.42,50.98,17.66,0
4969,257.5,190,99,26,3.37,5.25,2.89,1
4970,87,321,80,24,0,0.01,0.01,0
4970,47,254,64,22,0,0,0,0
4970,275.45,169.14,125.27,27.9,0.53,1.64,0.54,1
4970,398,147.5,68,23,0.02,0.02,0.02,0
4971,304.63,290.78,90.05,23.99,78.43,64.39,28.1,1
4971,416.5,268.5,63,27,124.9,93.77,67.46,0
4971,35.5,133.5,59,25,236.63,213.94,193.03,0
4972,352.35,188.5,123.89,53.99,90.47,107.01,121.56,1
4972,350.5,96.5,57,23,80.84,100.63,105.86,0
4973,276.15,201.42,87.12,29.93,3.34,5.52,3.68,1
4974,213.5,178.5,119,45,3.69,15.75,2.6,1
4975,263,213,108,26,36.21,57.9,32.45,1
4975,425.38,86.1,102.72,46.63,45.46,85.93,32.04,0
4976,29.52,422.17,98.57,48.26,172.23,174.98,167.02,0
4976,290,212,128,38,95.44,105.24,96.4,1
4976,443.5,170.5,71,27,186.19,194.19,171.19,0
4976,259.5,99.5,97,29,57.03,70.91,66.6,0
4976,269,68.5,52,25,47.34,66.65,58.23,0
4976,320.03,18.39,104.61,32.61,90.64,107.04,93.63,0
4977,336.05,425.48,127.55,36.21,96.26,90.44,75.54,0
4977,136.8,368.85,144.1,44.49,164.24,152.13,143.13,0
4977,237,221,96,28,82.56,81.8,51.87,1
4977,426.5,98,71,28,95.15,104.36,93.48,0
4978,228,197,128,30,12.66,29.49,7.21,1
4978,221,76.5,70,17,4.69,24.26,4.77,0
4979,312,137.5,112,25,145.82,142.32,152.39,1
4979,184.5,122.5,51,21,120.76,116.24,129.28,0
4979,365,17.5,140,35,141.32,141.28,141.41,0
4980,378.85,218.83,88.36,23.1,78.78,84.71,67.52,0
4980,240,211.5,108,23,45.44,61.48,39.63,1
4980,166.5,111,49,24,165.04,168.82,160.58,0
4980,261.77,105.09,88.8,40.66,52.23,59.35,55.15,0
4980,379,54,52,24,84.01,91.13,70.61,0
4980,162,56,74,36,104.6,105.58,92.48,0
4981,451.5,353,51,20,174.05,177.15,175.96,0
4981,283.5,209.5,103,31,143.8,148.25,147.53,1
4981,166.5,116,51,24,134.07,133.33,162.7,0
4981,443.5,113.5,71,35,181.91,185.06,179.54,0
4981,284.5,102.5,53,21,236.95,236.95,236.95,0
4981,311.5,55,91,44,227.32,227.34,227.34,0
4982,341.5,290,57,22,78.1,88.24,89.36,0
4982,298,237,108,26,47.14,59.22,56.42,1
4982,421.5,186,63,18,108.44,119.58,131.71,0
4982,197.5,113.5,83,33,92.41,94.33,95.61,0
4983,294.5,212.5,95,23,119.05,124.2,109.38,1
4983,411.5,185.5,55,21,164.99,164.99,164.99,0
4984,323.5,326.5,61,21,38.17,104.96,110.58,0
4984,136.5,319.5,61,21,92.71,142.41,184.36,0
4984,431.5,221,61,26,39.68,76.53,112.13,0
4984,238,215.5,108,29,86.84,112.98,113.24,1
4985,166.9,213.09,102.73,27.1,166.76,169.21,145.44,1
4986,255.43,134.56,95.58,24.52,51.39,53.13,52.37,1
4987,50.5,355,83,40,107.35,141.42,145.32,0
4987,251.5,206,93,24,148.62,181.31,185.79,0
4987,366,200.5,86,31,68.97,106.78,114.96,1
4987,339.47,148.58,113.71,39.65,78.73,117.97,123.96,0
4987,329,101.5,56,23,90.25,143.26,133.3,0
4987,406.5,70.5,71,33,66.06,110.34,97.97,0
4988,270.5,211,79,26,86.3,97.43,86.39,1
4988,370,33.5,104,25,150.01,155.55,139.44,0
4989,467,454,50,24,58.84,103.76,77.3,0
4989,413,317,58,26,65.39,88.39,84.39,0
4989,185.52,236.44,107.35,28.86,101.61,130.52,129.55,1
4989,274,95,94,26,44.12,59.41,59.51,0
4989,322,15,64,30,131.13,154.11,150.13,0
4990,312.5,218,117,42,29.46,38.31,26.63,1
4990,364.5,12,73,24,203.22,206.28,197.48,0
4991,460.5,420.5,101,37,12.71,81.94,6.71,0
4991,204,344.5,94,31,193.26,191.43,183.99,0
4991,228.5,219,127,28,169.71,171.82,142.45,1
4991,105,160,132,56,135.56,158.57,137.69,0
4991,81.24,81.4,156.7,37.55,145.79,191.94,162.26,0
4991,274,24.5,146,49,92.28,118.67,92.97,0
4992,99,466,50,22,163.73,149.68,152.22,0
4992,268.5,442,69,28,238.26,235.81,231.8,0
4992,237,232.5,110,27,101.68,91.45,68.37,1
4992,36.5,90.5,67,21,81.56,82.09,82.94,0
4992,114.51,18.61,94.6,32.09,91.57,106.05,87.16,0
4993,80,466.5,64,25,178.57,176.85,177.12,0
4993,399.5,407,63,22,83.78,120.07,93.76,0
4993,194,362.5,80,35,123.14,124.53,121.54,0
4993,307.03,280.31,121.04,38.48,57.61,71.26,58.96,0
4993,227,211.5,102,31,63.43,62.09,39.5,1
4993,393.5,151.5,57,21,69.18,84.98,66.68,0
4993,377.5,73.5,65,31,39.86,56.29,53.51,0
4994,317,201.5,116,25,99.53,80.46,47.78,1
4994,181.5,159.5,63,23,166.44,163.93,105.4,0
4995,323.5,208.5,107,31,107.94,109.9,108.24,1
4995,401,137.5,104,35,144.09,149.64,133.66,0
4995,403.5,77.5,59,23,142.49,142.9,141.71,0
4995,431,13,86,26,134.09,134.82,134.71,0
4996,277,231.5,112,25,69.71,74.22,48.48,1
4996,119.76,182.48,83.9,41.45,135.88,149.76,116.9,0
4996,252.5,37.5,109,35,185.62,187.53,183.09,0
4997,266,217.5,122,25,85.04,104.63,84.92,1
4997,257.5,9,91,18,192.6,197.34,196.54,0
4998,243.5,459,61,20,53.46,53.42,53.41,0
4998,237,206,104,28,103.63,89.08,66.21,1
4998,47.26,41.2,99.9,39.68,126.73,160.76,142.03,0
4999,248,456,138,46,119.11,135.62,132.54,0
4999,229.5,426,97,36,67.87,85.36,82.39,0
4999,198.48,219.03,101.41,27.82,70.73,76.92,52.81,1
4999,383,196,48,22,164.84,170.52,154.13,0
4999,443.5,126,71,32,170.96,178.28,155.4,0
4999,353,112.5,104,37,166.41,171.59,156.64,0
4999,201.5,114,131,42,67.49,67.63,60.98,0
5000,435,244.5,74,31,2.13,6.37,2.19,0
5000,273,193.5,92,21,47.18,68.71,52.62,1
5001,325.5,217.5,121,27,6.7,68.93,3.23,1
5001,174.5,98,67,20,176.08,168.57,158.54,0
5001,277.5,77,99,30,123.66,141.46,106.01,0
5001,308,41,70,32,66.29,108.07,47.18,0
5002,268.5,211.5,117,25,65.33,62.63,54.99,1
5003,302.5,373.5,61,23,71.94,74.24,58.78,0
5003,447.5,359,63,30,82.41,84.87,77.68,0
5003,290,205,106,26,76.4,77.25,58.09,1
5003,270.55,19.43,128.5,29.02,92.89,99.32,88.52,0
5003,440.5,17,77,34,84.28,83.7,65.26,0
5004,170.5,341.5,79,23,143.17,149.18,131.43,0
5004,328,253.5,78,33,140.77,141.33,139.7,0
5004,274,191,100,26,94.02,94.01,94.01,1
5005,92.5,269.5,69,31,124.33,129.44,122.33,0
5005,266.5,242,117,30,73.57,91.94,70.59,1
5005,333.77,141.96,112.16,30.36,36.08,50.25,45.21,0
5006,387.5,400.5,83,25,118.15,161.37,158.03,0
5006,36,398,56,22,227.69,234.04,232.67,0
5006,130.5,263,85,34,47.98,54.18,52.66,0
5006,385.99,144.32,104.75,26.34,107.42,127.06,143.55,1
5006,228,100.5,70,31,116.25,148.76,147.11,0
5006,123,93.5,64,21,109.23,146.22,138.78,0
5007,446.5,449.5,61,25,41.36,141.14,66.49,0
5007,322.5,376.5,107,33,36.89,82.68,47.62,0
5007,275.5,352.5,93,27,4.47,9.41,3.27,0
5007,239.52,179.03,89.38,23.6,22.94,42.24,18.46,1
5008,190.5,226,89,26,115.99,138.08,119.03,1
5008,358.5,210.5,121,43,75.66,90.09,88.05,0
5009,260.06,199.75,100.64,29.08,1.05,6.48,1.06,1
5009,422.5,155.5,73,33,0,0,0,0
5010,281.6,139.41,88.74,29.16,108.9,130.75,126.97,1
5010,424.5,21.5,109,43,110.58,133.86,130.5,0
5011,156.47,212.75,99.53,28.7,117.39,118.7,98.62,1
5011,132.5,177,105,28,114.03,131.63,101.07,0
5012,362,236,106,26,135.61,138.66,137.45,1
5012,101.5,116.5,49,23,184.48,215.78,181.24,0
5012,348,36,64,26,212.9,217.7,216.92,0
5013,294.5,467.5,91,23,107.35,107.35,107.35,0
5013,296,421.5,62,19,89.9,87.12,87.56,0
5013,266.5,294.5,65,21,49.83,66.63,51.09,0
5013,306,171.5,132,37,86.86,93.11,89.46,1
5013,237,20.5,150,41,163.08,170.49,152.59,0
5013,113.5,11.5,79,23,207.35,210.93,200.42,0
5014,220,237.5,108,29,139.29,135.43,112.38,1
5015,229.42,144.12,111.58,25.06,166.75,158.49,155.48,1
5016,131.5,419,65,32,70.43,92.04,77,0
5016,297,238,104,26,132.33,194.9,198.56,1
5016,230.5,121.5,63,31,166.44,177.22,176.66,0
5017,203.5,467,63,24,50.76,52.56,48.9,0
5017,49,255,98,30,161.74,168.03,156.76,0
5017,237.5,216,103,30,75.08,90.14,68.21,1
5017,316,183.5,50,21,47.64,49.62,43.9,0
5017,222,183,80,30,74.38,103,68.62,0
5018,227.5,230,97,24,111.44,111.34,100.65,1
5018,203.5,145.5,55,23,147.2,138.09,166.95,0
5019,230.5,218.5,107,31,91.28,99.21,63.57,1
5019,196.5,122.5,57,25,45.14,75.5,47.18,0
5019,432.5,58.5,63,27,53.42,86,28.14,0
5020,202.5,467,53,24,158.97,169.05,158.11,0
5020,344,464,100,30,189.27,196.74,195.53,0
5020,113,453.5,60,25,122.14,116.12,117.12,0
5020,237,200,78,24,108.81,109.67,86.54,1
5020,448.5,58.5,61,29,49.59,61.83,60.67,0
5020,313.5,13,55,24,48.77,56.6,55.34,0
5020,416,17,112,34,62.58,63.38,63.25,0
5021,428.5,410,101,36,126.53,161.77,113.22,0
5021,223.14,215.95,91.48,26.43,112.11,76.96,27.61,1
5021,48.5,141,57,24,83.97,123.8,86.38,0
5021,86.5,10.5,79,21,67.66,118.98,70.27,0
5022,10,397,56,20,16.93,39.86,15.89,0
5022,246,210,94,24,129.28,143.59,109.33,1
5022,327,11,86,22,171.15,182.22,161.23,0
5023,251,190,118,30,61.57,54.4,30.98,1
5024,358.5,447,57,18,131.26,117.76,103.25,0
5024,296,208.5,82,31,103.59,89.83,72.47,1
5024,413,152.5,90,35,127.17,113.78,95.28,0
5024,313.98,56.83,92.33,21.9,148.23,134.08,119.88,0
5025,379.5,238,67,16,74.72,79.71,68.7,0
5025,197,217,144,28,95.25,88.32,68.99,1
5025,260.5,146,49,24,79.17,80.3,64.78,0
5026,226.5,225,97,22,118.48,139.81,125.71,1
5027,138.5,414,113,42,176.79,176.11,167.57,0
5027,426.82,358.22,87.13,30.02,68.14,120.8,69.37,0
5027,209.5,211,115,26,128.51,126.7,102.72,1
5027,246,47.5,64,31,122.88,137.39,125.55,0
5028,230,374,68,26,0,0,0,0
5028,169,353.5,74,21,16.56,15.99,9.35,0
5028,76,353,78,28,14.9,48.95,18.09,0
5028,294.5,326,77,22,0.47,16.57,0.47,0
5028,360.5,170.5,115,43,2.29,21.32,2.14,1
5028,296,111,100,36,4.37,19.88,2.46,0
5028,282.5,75.5,77,27,7.67,13.96,1.4,0
5028,60.5,16.5,55,27,0,0,0,0
5029,149,328.5,54,21,108,104.26,96.64,0
5029,413.85,281.07,122.41,31.53,187.06,192,177.75,0
5029,212.5,223.5,91,21,114.06,110.06,77.03,1
5030,268.41,243.45,93.99,25.49,23,74.15,23.67,1
5030,443.5,116.5,71,19,64.12,180.14,83.14,0
5030,207.5,88,81,24,12.15,74.17,26.4,0
5031,208,237,132,28,142.72,146.76,121.86,1
5032,413.04,406.14,137.95,48.07,145.99,136.37,125.33,0
5032,389.5,320.5,67,25,158.17,139.71,130.67,0
5032,205,299,88,20,125.88,115.6,134.56,0
5032,252.5,222.5,117,25,88.82,101.04,77.45,1
5032,143.5,114.5,55,27,155.57,164.24,167.66,0
5033,216.5,209,79,22,106.52,121.18,97.88,1
5034,293,423,58,20,103.32,114.21,131.76,0
5034,440.5,396,61,26,71.27,85.72,104.81,0
5034,355.5,375.5,51,21,84.47,120.76,115.45,0
5034,95.5,319.5,75,27,131.01,124.06,136.09,0
5034,233,213,100,34,50.8,58.86,44.75,1
5034,355.5,162.5,87,43,80.88,95.49,114.56,0
5035,343.06,291.09,108.77,33.3,64.27,67.85,57.23,1
5035,131,217.5,82,33,79.18,87.08,79.2,0
5035,59.83,224.6,122.64,52.43,86.88,96.2,86.83,0
5035,317,87.5,64,25,123.89,120.07,120.69,0
5035,385.5,77,51,22,203.73,204.31,204.22,0
5036,331,465.5,62,27,36.35,36.35,36.35,0
5036,356.07,186.19,156.78,36.1,183.83,200.01,186.82,1
5036,169.31,127.69,159.58,51.04,97.31,106.91,97.58,0
5036,440.5,26,65,32,113.2,123.28,95.75,0
5037,239.65,280.27,83.77,30.69,153.08,132.55,98.25,1
5037,302.5,244.5,61,17,75.16,59.58,31.15,0
5037,298.5,162.61,88.52,32.68,165.45,159.61,144.82,0
5037,247.57,118.35,111.26,49.12,178.74,168.26,156.19,0
5037,184,12.5,110,25,117.83,121.45,132.79,0
5038,313.75,449.08,124.26,39.52,112.34,122.82,108.58,0
5038,461.5,261,80,35,194.08,222.64,180.33,0
5038,220.5,224,89,36,95.55,98.65,56.19,1
5038,220.5,97.5,95,41,134.8,152.96,150.75,0
5038,233.5,56,53,22,81.96,110.73,205.55,0
5039,268,154,78,28,83.61,70.65,61.54,1
5040,298,217,78,26,82.39,79.63,80.07,1
5041,167.5,219.5,95,39,161.66,171.23,148.21,1
5041,439.5,204,63,20,4.35,18.32,4.36,0
5042,204,241,108,28,126.4,124.25,103.85,1
5043,236,169.5,102,25,38.21,31.49,32.58,1
5044,248,258.5,104,23,95.08,107.68,86.91,1
5045,215,239,146,28,96.57,114.83,100.42,1
5045,441.5,154,75,36,135.68,135.84,135.82,0
5045,414,35.5,62,27,137.36,137.36,137.36,0
5046,465,408.5,57,28,157.98,157.98,157.98,0
5046,26.89,431.31,115.69,50.02,94.07,86.53,90,0
5046,240.5,202,103,30,67.53,83.02,62.03,1
5046,405.5,57,145,44,87.98,113.42,97.6,0
5046,162,9,72,18,170.23,178.69,155.62,0
5047,399.5,447,63,24,94.73,97.01,96.66,0
5047,210,215,98,28,87.44,94.83,70.9,1
5047,469.5,194,64,19,71.54,79.42,78.15,0
5047,436.5,108.5,55,25,86.04,103.76,94.94,0
5047,235.5,55,75,30,238.54,245.69,244.66,0
5048,192.5,462.5,77,33,123.73,126.31,104.25,0
5048,205,170.5,98,27,100.72,118.03,91.81,1
5048,31.5,11,63,22,170.78,194.88,157.25,0
5049,318,424.5,50,23,154.96,190.91,148.79,0
5049,287,177.5,106,27,63.95,88.06,64.09,1
5049,436.5,17.5,85,35,86.91,109.91,105.91,0
5050,241.53,216.55,99.51,36.57,154.89,148.96,119.68,1
5050,41.5,179,49,22,51.21,51.24,51.18,0
5050,450,13,58,26,222.47,222.47,222.47,0
5051,233,217.5,104,47,11.37,26.32,6.86,1
5052,46.4,237.47,99.06,36.07,73.29,111.14,67.98,0
5052,214,214,120,42,27.12,50.84,19.77,1
5052,30.5,207.5,61,29,97.36,138.81,90.32,0
5052,152.5,168.5,61,23,37.2,96.01,35.45,0
5052,57,128.5,106,49,74.82,111.53,70.04,0
5053,422.68,293.13,96.65,40.88,121.1,159.29,124.77,0
5053,333.63,171.62,89.55,26.58,49.9,99.48,68.2,1
5053,305,14.5,64,29,88.41,133.31,104.08,0
5054,204,468.5,52,21,95.44,120.25,95.95,0
5054,197.5,203.5,129,39,125.76,143.01,118.59,1
5054,233.5,41,73,34,137.61,163.96,172.48,0
5054,369,22,86,40,151.09,155.45,137.52,0
